顾客编号,大类编码,中类编码,小类编码,销售日期,商品编码,规格型号,商品类型,销售数量,销售金额,商品单价,是否促销
2330,20,2013,201301,2015-04-10,DW-2013010005,397g,一般商品,1.0,3.5,4.9,是
1950,22,2201,220102,2015-04-10,DW-2201020109,106g,一般商品,1.0,6.9,6.9,否
2336,23,2306,230604,2015-04-10,DW-2306040005,550ml,一般商品,4.0,10.0,4.0,是
34,22,2202,220208,2015-04-10,DW-2202080035,散称,一般商品,0.35600000000000004,11.3,51.6,是
144,15,1515,151503,2015-04-10,DW-1515030007,散称,一般商品,0.4,13.04,32.6,否
1495,22,2201,220104,2015-04-10,DW-2201040063,85g,一般商品,1.0,5.3,5.3,否
270,12,1201,120105,2015-04-10,DW-1201050311,散称,生鲜,0.114,0.57,5.0,否
329,12,1201,120101,2015-04-10,DW-1201010019,散称,生鲜,0.6729999999999999,1.32,1.96,否
210,12,1202,120201,2015-04-10,DW-1202018073,散称,生鲜,0.354,1.05,2.96,否
2330,22,2210,221004,2015-04-10,DW-2210040022,300ml,一般商品,1.0,3.5,3.5,否
1559,12,1201,120101,2015-04-10,DW-1201010004,散称,生鲜,0.37200000000000005,2.08,5.6,否
1559,12,1201,120104,2015-04-10,DW-1201040026,散称,生鲜,0.784,1.55,1.98,否
1133,21,2103,210301,2015-04-10,DW-2103010110,13g*7,一般商品,1.0,9.9,9.9,否
2328,30,3013,301303,2015-04-10,DW-3013030328,软毛第二,一般商品,1.0,14.9,14.9,否
81,12,1201,120101,2015-04-10,DW-1201010019,散称,生鲜,0.809,1.59,1.96,否
1950,15,1505,150504,2015-04-10,DW-1505040007,100ml*8,一般商品,1.0,8.0,8.0,否
787,22,2201,220104,2015-04-10,DW-2201040060,200g,一般商品,1.0,7.9,12.9,是
1495,22,2201,220111,2015-04-10,DW-2201110205,60g,一般商品,1.0,4.5,4.5,否
398,12,1201,120101,2015-04-10,DW-1201010025,散称,生鲜,0.252,1.0,3.96,否
397,20,2006,200606,2015-04-10,DW-2006060036,1000g,一般商品,1.0,11.9,11.9,否
270,12,1203,120306,2015-04-10,DW-1203060100,散称,生鲜,0.366,4.32,11.8,否
1495,20,2002,200204,2015-04-10,DW-2002040005,600g,一般商品,1.0,22.5,22.5,否
1365,30,3013,301303,2015-04-10,DW-3013030394,1018,一般商品,1.0,7.9,7.9,否
1037,22,2206,220608,2015-04-10,DW-2206080062,50g,一般商品,1.0,6.9,9.5,是
1365,15,1505,150504,2015-04-10,DW-1505040014,800ml,一般商品,1.0,12.9,12.9,否
1365,22,2201,220106,2015-04-10,DW-2201060001,120g,一般商品,1.0,2.7,2.7,否
2053,12,1201,120104,2015-04-10,DW-1201040022,散称,生鲜,0.462,2.59,5.6,否
2053,12,1201,120104,2015-04-10,DW-1201040027,散称,生鲜,0.33399999999999996,3.33,9.96,否
730,22,2206,220601,2015-04-10,DW-2206010014,40g,一般商品,1.0,11.9,11.9,否
43,20,2011,201105,2015-04-10,DW-2011050003,550ml,一般商品,1.0,7.5,7.5,否
731,12,1201,120104,2015-04-10,DW-1201040026,散称,生鲜,0.445,0.88,1.98,否
304,30,3016,301602,2015-04-10,DW-3016020066,228张,一般商品,1.0,2.9,3.9,是
176,12,1203,120302,2015-04-10,DW-1203020175,散称,生鲜,0.588,6.8,27.8,否
144,11,1104,110402,2015-04-10,DW-1104020006,250g,生鲜,1.0,15.75,15.75,否
144,31,3114,311401,2015-04-10,DW-3114010011,25只（7盎,一般商品,1.0,3.0,3.0,否
210,12,1201,120102,2015-04-10,DW-1201020025,散称,生鲜,0.47,1.2,2.56,否
1950,22,2206,220601,2015-04-10,DW-2206010074,80g,一般商品,1.0,20.9,20.9,否
2330,12,1201,120101,2015-04-10,DW-1201010395,散称,生鲜,0.122,0.73,6.0,否
2330,12,1201,120104,2015-04-10,DW-1201040035,散称,生鲜,0.18600000000000003,1.79,9.6,否
2336,15,1505,150505,2015-04-10,DW-1505050021,160g,一般商品,1.0,4.5,4.5,否
2336,22,2206,220608,2015-04-10,DW-2206080063,50g,一般商品,1.0,6.9,9.5,是
2337,22,2202,220204,2015-04-10,DW-2202040019,300g,一般商品,1.0,8.3,8.3,否
2333,15,1505,150503,2015-04-10,DW-1505030016,260g,一般商品,1.0,8.9,8.9,否
2337,30,3013,301301,2015-04-10,DW-3013010699,180g,一般商品,1.0,14.9,14.9,否
1133,22,2203,220302,2015-04-10,DW-2203020183,104g,一般商品,1.0,7.5,7.5,否
675,22,2212,221202,2015-04-10,DW-2212020462,散称,一般商品,0.408,9.79,24.0,否
2334,22,2201,220199,2015-04-10,DW-2201990080,320g,一般商品,1.0,8.5,11.3,是
1037,15,1505,150599,2015-04-10,DW-1505990001,90g,一般商品,3.0,14.7,5.5,是
730,22,2203,220305,2015-04-10,DW-2203050010,40g,一般商品,1.0,3.8,3.9,否
2249,12,1201,120104,2015-04-10,DW-1201040010,散称,生鲜,0.688,1.78,2.58,否
2332,20,2011,201111,2015-04-10,DW-2011110020,350ml,一般商品,1.0,1.1,1.1,否
730,22,2210,221003,2015-04-10,DW-2210030027,200g,一般商品,1.0,3.3,4.5,是
270,30,3018,301801,2015-04-10,DW-3018010369,10p,一般商品,1.0,5.7,5.7,否
176,22,2201,220101,2015-04-10,DW-2201010019,100g,一般商品,1.0,3.9,3.9,否
210,10,1001,100101,2015-04-10,DW-1001010196,散称,生鲜,0.512,14.23,27.8,否
2333,22,2207,220710,2015-04-10,DW-2207100006,10g,一般商品,1.0,0.5,0.5,否
1748,12,1201,120102,2015-04-10,DW-1201020011,散称,生鲜,0.368,5.89,16.0,否
604,12,1201,120104,2015-04-10,DW-1201040026,散称,生鲜,0.753,3.3,1.98,否
176,15,1505,150502,2015-04-10,DW-1505020024,150g,一般商品,4.0,9.2,2.3,否
176,22,2205,220502,2015-04-10,DW-2205020005,180g,一般商品,1.0,5.9,5.9,否
284,12,1203,120309,2015-04-10,DW-1203090328,计量,生鲜,2.0,20.0,10.0,否
2330,22,2210,221004,2015-04-10,DW-2210040021,300ml,一般商品,1.0,3.5,3.5,否
730,22,2210,221004,2015-04-10,DW-2210040020,350ml,一般商品,1.0,3.5,3.5,否
2249,15,1521,152101,2015-04-10,DW-1521010005,散称,一般商品,1.046,7.09,6.78,否
2053,12,1201,120104,2015-04-10,DW-1201040051,散称,生鲜,0.21,1.67,7.96,否
843,12,1201,120104,2015-04-10,DW-1201040035,散称,生鲜,0.39,3.74,9.6,否
51,21,2104,210402,2015-04-10,DW-2104020025,80g,一般商品,1.0,2.2,3.0,是
210,12,1201,120105,2015-04-10,DW-1201050255,散称,生鲜,0.21600000000000003,2.07,9.6,否
843,12,1201,120102,2015-04-10,DW-1201020022,散称,生鲜,0.7759999999999999,5.09,6.56,否
309,15,1521,152101,2015-04-10,DW-1521010005,散称,一般商品,1.4680000000000002,9.95,6.78,否
2337,22,2204,220499,2015-04-10,DW-2204990060,65g,一般商品,1.0,4.5,4.5,否
250,12,1203,120306,2015-04-10,DW-1203060093,散称,生鲜,1.538,48.91,31.8,否
1133,10,1001,100101,2015-04-10,DW-1001010194,散称,生鲜,0.228,6.79,29.8,否
431,30,3013,301301,2015-04-10,DW-3013010697,160g,一般商品,1.0,6.9,6.9,否
270,12,1201,120106,2015-04-10,DW-1201060003,散称,生鲜,0.26,1.71,6.56,否
288,12,1202,120201,2015-04-10,DW-1202018073,散称,生鲜,0.48200000000000004,1.43,2.96,否
2329,12,1201,120102,2015-04-10,DW-1201020022,散称,生鲜,0.884,5.8,6.56,否
2330,12,1201,120102,2015-04-10,DW-1201020722,散称,生鲜,0.166,3.32,20.0,否
2330,30,3016,301603,2015-04-10,DW-3016030107,83g*12卷,一般商品,1.0,11.5,15.9,是
2330,31,3111,311105,2015-04-10,DW-3111050032,701,一般商品,1.0,8.0,8.0,否
2336,15,1505,150504,2015-04-10,DW-1505040031,900ml,一般商品,1.0,9.9,13.5,是
2053,12,1201,120102,2015-04-10,DW-1201020029,散称,生鲜,1.091,4.32,3.96,否
43,30,3002,300206,2015-04-10,DW-3002060126,500g,一般商品,1.0,9.9,9.9,否
397,12,1201,120104,2015-04-10,DW-1201040016,散称,生鲜,0.45799999999999996,0.73,1.6,否
604,13,1308,130801,2015-04-10,DW-1308010191,散称,生鲜,0.507,3.04,6.0,否
113,12,1203,120313,2015-04-10,DW-1203130332,散称,生鲜,1.016,6.06,5.96,否
2330,12,1201,120104,2015-04-10,DW-1201040049,散称,生鲜,0.617,3.58,5.8,否
2330,20,2014,201401,2015-04-10,DW-2014010010,60g,一般商品,1.0,0.5,0.5,否
627,12,1201,120106,2015-04-10,DW-1201060010,散称,生鲜,0.284,2.56,9.0,否
1365,32,3227,322701,2015-04-10,DW-3227010115,5号,一般商品,1.0,4.5,4.5,否
2331,22,2203,220302,2015-04-10,DW-2203020188,104g,一般商品,1.0,7.5,7.5,否
2053,12,1201,120101,2015-04-10,DW-1201010005,散称,生鲜,0.37,2.15,5.8,否
93,12,1201,120102,2015-04-10,DW-1201020025,散称,生鲜,0.748,1.91,2.56,否
93,12,1201,120104,2015-04-10,DW-1201040010,散称,生鲜,0.628,1.62,2.58,否
93,12,1203,120307,2015-04-10,DW-1203070022,散称,生鲜,1.5859999999999999,9.45,5.96,否
843,12,1201,120104,2015-04-10,DW-1201040043,散称,生鲜,0.33,2.97,9.0,否
2337,22,2204,220408,2015-04-10,DW-2204080009,65g,一般商品,1.0,4.9,4.9,否
398,15,1505,150503,2015-04-10,DW-1505030015,260g,一般商品,1.0,8.9,8.9,否
916,12,1202,120204,2015-04-10,DW-1202048059,散称,生鲜,0.23,1.78,7.76,否
304,12,1201,120104,2015-04-10,DW-1201040010,散称,生鲜,1.45,3.74,2.58,否
331,30,3016,301603,2015-04-10,DW-3016030107,83g*12卷,一般商品,1.0,11.5,15.9,是
176,15,1505,150502,2015-04-10,DW-1505020024,150g,一般商品,-4.0,-9.2,2.3,否
2329,12,1201,120104,2015-04-10,DW-1201040042,散称,生鲜,0.634,4.95,7.8,否
2330,15,1521,152101,2015-04-10,DW-1521010005,散称,一般商品,0.8640000000000001,5.86,6.78,否
2053,12,1201,120104,2015-04-10,DW-1201040003,散称,生鲜,0.128,0.64,4.98,否
2338,12,1201,120102,2015-04-11,DW-1201020017,散称,生鲜,0.701,1.79,2.56,否
2338,12,1202,120201,2015-04-11,DW-1202018073,散称,生鲜,0.513,2.3,2.96,否
2339,15,1505,150502,2015-04-11,DW-1505020160,350ml,一般商品,1.0,5.5,6.0,是
226,12,1201,120102,2015-04-11,DW-1201020013,散称,生鲜,0.382,1.53,4.0,否
226,12,1201,120104,2015-04-11,DW-1201040052,散称,生鲜,0.40399999999999997,1.6,16.0,否
81,20,2011,201101,2015-04-11,DW-2011010037,380mL,一般商品,1.0,1.0,1.0,否
81,22,2201,220111,2015-04-11,DW-2201110061,33g,一般商品,1.0,4.5,4.5,否
2340,13,1301,130101,2015-04-11,DW-1301010076,散称,联营商品,0.674,13.48,20.0,否
1653,22,2201,220199,2015-04-11,DW-2201990050,散称,一般商品,0.114,6.82,59.8,否
1211,12,1203,120309,2015-04-11,DW-1203090210,散称,生鲜,1.5759999999999998,27.74,17.6,否
1211,15,1518,151803,2015-04-11,DW-1518030028,250ml,一般商品,12.0,52.8,4.4,否
1041,22,2210,221004,2015-04-11,DW-2210040015,150g,一般商品,1.0,2.3,2.3,否
32,12,1201,120101,2015-04-11,DW-1201010018,散称,生鲜,0.314,3.77,12.0,否
2341,15,1517,151701,2015-04-11,DW-1517010002,40g*10,一般商品,1.0,13.3,13.3,否
68,30,3006,300605,2015-04-11,DW-3006050022,500g,一般商品,1.0,16.9,16.9,否
2342,12,1201,120102,2015-04-11,DW-1201020044,散称,生鲜,0.581,2.3,3.96,否
38,20,2011,201107,2015-04-11,DW-2011070004,800mL,一般商品,1.0,8.2,8.2,否
32,12,1201,120101,2015-04-11,DW-1201010395,散称,生鲜,0.748,4.49,6.0,否
396,12,1201,120104,2015-04-11,DW-1201040036,散称,生鲜,0.594,1.07,1.8,否
75,12,1201,120106,2015-04-11,DW-1201060033,散称,生鲜,0.354,28.32,80.0,否
3,13,1308,130803,2015-04-11,DW-1308030035,个,生鲜,2.0,2.0,1.0,否
2343,23,2314,231404,2015-04-11,DW-2314040076,4%275ml,一般商品,4.0,35.6,12.9,是
1365,22,2201,220102,2015-04-11,DW-2201020138,55g,一般商品,1.0,5.3,5.3,否
144,23,2302,230202,2015-04-11,DW-2302020001,1L,一般商品,1.0,9.9,11.9,是
238,22,2206,220603,2015-04-11,DW-2206030122,100g,一般商品,1.0,5.9,5.9,否
38,12,1201,120101,2015-04-11,DW-1201010023,散称,生鲜,0.531,1.36,2.56,否
38,20,2011,201103,2015-04-11,DW-2011030013,620mL,一般商品,1.0,4.9,4.9,否
2344,15,1505,150503,2015-04-11,DW-1505030016,260g,一般商品,1.0,8.9,8.9,否
2344,15,1505,150503,2015-04-11,DW-1505030024,260g,一般商品,1.0,8.9,8.9,否
2345,12,1201,120101,2015-04-11,DW-1201010020, ,生鲜,1.0,4.98,4.98,否
2342,12,1201,120104,2015-04-11,DW-1201040042,散称,生鲜,0.9159999999999999,7.14,7.8,否
378,23,2313,231302,2015-04-11,DW-2313020009,500ml,一般商品,1.0,6.7,6.7,否
1927,12,1201,120104,2015-04-11,DW-1201040052,散称,生鲜,0.504,8.06,16.0,否
1979,12,1201,120104,2015-04-11,DW-1201040026,散称,生鲜,0.6679999999999999,1.32,1.98,否
1979,13,1301,130101,2015-04-11,DW-1301010076,散称,联营商品,0.001,0.02,20.0,否
2346,22,2208,220801,2015-04-11,DW-2208010050,40粒,一般商品,1.0,9.3,10.9,是
144,31,3114,311403,2015-04-11,DW-3114030027,118*55,一般商品,1.0,5.0,5.0,否
1653,15,1501,150101,2015-04-11,DW-1501010004,35g,一般商品,3.0,3.0,1.0,否
2347,15,1518,151801,2015-04-11,DW-1518010002,250ml,一般商品,24.0,60.0,3.0,是
1211,12,1203,120305,2015-04-11,DW-1203050052,散称,生鲜,1.6580000000000001,19.83,11.96,否
1041,22,2207,220709,2015-04-11,DW-2207090100,5g,一般商品,1.0,5.0,5.0,否
1167,22,2203,220399,2015-04-11,DW-2203990015,40g,一般商品,1.0,2.9,2.9,否
2338,12,1201,120106,2015-04-11,DW-1201060015,散称,生鲜,0.318,30.81,96.9,否
1041,13,1308,130801,2015-04-11,DW-1308010192,个,生鲜,4.0,2.0,0.5,否
32,12,1201,120106,2015-04-11,DW-1201060010,散称,生鲜,0.318,2.86,9.0,否
2348,22,2204,220499,2015-04-11,DW-2204990106,散称,联营商品,0.374,6.28,16.8,否
907,22,2207,220710,2015-04-11,DW-2207100006,10g,一般商品,1.0,0.5,0.5,否
497,12,1201,120102,2015-04-11,DW-1201020722,散称,生鲜,0.366,7.32,20.0,否
1403,22,2206,220603,2015-04-11,DW-2206030159,60g,一般商品,2.0,2.6,1.3,否
1403,30,3002,300206,2015-04-11,DW-3002060032,500g,一般商品,1.0,4.9,4.9,否
2343,23,2314,231404,2015-04-11,DW-2314040077,4%275ml,一般商品,1.0,8.9,12.9,是
87,20,2011,201102,2015-04-11,DW-2011020021,500ml,一般商品,1.0,7.9,7.9,否
87,22,2201,220106,2015-04-11,DW-2201060040,120g,一般商品,1.0,2.9,2.9,否
81,22,2203,220399,2015-04-11,DW-2203990002,40g,一般商品,1.0,2.9,2.9,否
408,30,3016,301603,2015-04-11,DW-3016030007,10卷,一般商品,1.0,11.9,14.5,是
1979,15,1501,150101,2015-04-11,DW-1501010114,260g,一般商品,1.0,11.7,15.9,是
32,12,1201,120106,2015-04-11,DW-1201060033,散称,生鲜,0.23199999999999998,18.56,80.0,否
32,30,3016,301603,2015-04-11,DW-3016030007,10卷,一般商品,1.0,11.9,14.5,是
2347,12,1203,120313,2015-04-11,DW-1203130449,散称,生鲜,0.42,9.66,23.0,否
32,12,1201,120104,2015-04-11,DW-1201040042,散称,生鲜,0.474,3.7,7.8,否
1167,22,2204,220405,2015-04-11,DW-2204050117,138g,一般商品,1.0,4.3,4.7,是
2344,34,3407,340703,2015-04-11,DW-3407030010,22-24CM,一般商品,1.0,2.9,2.9,否
2345,15,1515,151503,2015-04-11,DW-1515030007,散称,一般商品,0.534,17.41,32.6,否
2345,20,2005,200599,2015-04-11,DW-2005990031,散称,一般商品,0.28800000000000003,1.72,10.8,是
1211,12,1203,120307,2015-04-11,DW-1203070022,散称,生鲜,4.205,25.06,5.96,否
2304,22,2212,221201,2015-04-11,DW-2212010135,200ml,一般商品,2.0,256.0,128.0,否
189,12,1203,120307,2015-04-11,DW-1203070022,散称,生鲜,4.602,27.43,5.96,否
1403,22,2206,220699,2015-04-11,DW-2206990118,100g,一般商品,1.0,2.7,2.7,否
1365,22,2201,220111,2015-04-11,DW-2201110148,120g,一般商品,1.0,5.3,5.3,否
2172,13,1308,130801,2015-04-11,DW-1308010192,个,生鲜,12.0,6.0,0.5,否
1365,22,2205,220599,2015-04-11,DW-2205990169,散称,一般商品,0.37200000000000005,9.5,35.8,是
1365,22,2206,220608,2015-04-11,DW-2206080062,50g,一般商品,1.0,6.9,9.5,是
265,13,1301,130101,2015-04-11,DW-1301010076,散称,联营商品,0.188,3.76,20.0,否
226,12,1201,120102,2015-04-11,DW-1201020011,散称,生鲜,0.75,12.0,16.0,否
2303,23,2307,230703,2015-04-11,DW-2307030003,125ml,一般商品,4.0,8.8,2.2,否
562,12,1201,120104,2015-04-11,DW-1201040010,散称,生鲜,0.49,1.26,2.58,否
1403,30,3016,301606,2015-04-11,DW-3016060009,18包,一般商品,1.0,5.0,6.9,是
2343,23,2303,230399,2015-04-11,DW-2303990145,900ml,一般商品,1.0,3.9,3.9,否
38,12,1202,120201,2015-04-11,DW-1202018269,块,生鲜,1.0,2.0,2.0,否
1839,12,1201,120104,2015-04-11,DW-1201040035,散称,生鲜,0.33,3.17,9.6,否
1365,22,2202,220203,2015-04-11,DW-2202030008,150g,一般商品,1.0,4.7,4.7,否
2172,13,1308,130803,2015-04-11,DW-1308030035,个,生鲜,1.0,1.0,1.0,否
2344,12,1201,120106,2015-04-11,DW-1201060010,散称,生鲜,0.242,2.18,9.0,否
352,20,2006,200601,2015-04-11,DW-2006010001,散称,一般商品,3.8160000000000003,16.03,4.2,否
179,22,2201,220104,2015-04-11,DW-2201040068,120g,一般商品,1.0,6.7,6.7,否
454,12,1201,120101,2015-04-11,DW-1201010005,散称,生鲜,0.624,3.62,5.8,否
1993,12,1201,120101,2015-04-11,DW-1201010021,散称,生鲜,0.301,1.6,6.56,否
226,12,1201,120101,2015-04-11,DW-1201010021,散称,生鲜,0.28600000000000003,1.88,6.56,否
2348,12,1203,120313,2015-04-11,DW-1203130353,散称,生鲜,1.1340000000000001,13.59,11.98,否
144,12,1203,120305,2015-04-11,DW-1203050052,散称,生鲜,1.864,22.29,11.96,否
164,20,2015,201501,2015-04-11,DW-2015010031,360g,一般商品,12.0,44.4,3.7,否
164,31,3117,311704,2015-04-11,DW-3117040012,2+1片,一般商品,1.0,10.8,10.8,否
1119,12,1201,120102,2015-04-11,DW-1201020013,散称,生鲜,0.84,3.36,4.0,否
2348,22,2206,220601,2015-04-11,DW-2206010014,40g,一般商品,1.0,11.9,11.9,否
1045,20,2005,200501,2015-04-11,DW-2005010184,800g,一般商品,1.0,5.3,5.3,否
1119,22,2204,220405,2015-04-11,DW-2204050026,350g,一般商品,1.0,3.5,5.5,是
1522,30,3006,300604,2015-04-11,DW-3006040192,206*2,一般商品,5.0,28.5,5.7,否
1993,12,1201,120105,2015-04-11,DW-1201050011,散称,生鲜,0.21899999999999997,1.44,6.56,否
1733,13,1308,130801,2015-04-11,DW-1308010191,散称,生鲜,0.514,3.08,6.0,否
164,12,1201,120104,2015-04-11,DW-1201040052,散称,生鲜,0.402,6.43,16.0,否
405,12,1203,120303,2015-04-11,DW-1203030155,散称,生鲜,1.798,21.54,11.98,否
250,12,1201,120104,2015-04-11,DW-1201040004,散称,生鲜,0.312,1.81,5.8,否
405,15,1521,152101,2015-04-11,DW-1521010005,散称,一般商品,0.836,5.67,6.78,否
1979,22,2206,220603,2015-04-11,DW-2206030158,20g,一般商品,1.0,1.2,1.2,否
2342,12,1201,120105,2015-04-11,DW-1201050255,散称,生鲜,0.11599999999999999,1.11,9.6,否
2342,12,1202,120201,2015-04-11,DW-1202018269,块,生鲜,2.0,4.0,2.0,否
2342,20,2002,200203,2015-04-11,DW-2002030010,98g*5,一般商品,1.0,11.3,11.3,否
405,30,3016,301608,2015-04-11,DW-3016080218,200抽*6,一般商品,1.0,13.9,19.9,是
2349,15,1505,150501,2015-04-11,DW-1505010060,139g,一般商品,1.0,5.5,5.5,否
87,20,2005,200501,2015-04-11,DW-2005010030,300g*2,一般商品,1.0,5.5,5.7,否
378,23,2303,230304,2015-04-11,DW-2303040022,500ml,一般商品,2.0,8.0,4.0,否
2350,22,2202,220201,2015-04-11,DW-2202010008,27.5g*6,一般商品,1.0,6.9,9.9,是
476,30,3016,301603,2015-04-11,DW-3016030007,10卷,一般商品,1.0,11.9,14.5,是
1927,12,1201,120104,2015-04-11,DW-1201040052,散称,生鲜,0.68,10.88,16.0,否
1927,12,1201,120105,2015-04-11,DW-1201050011,散称,生鲜,0.348,2.28,6.56,否
179,22,2202,220208,2015-04-11,DW-2202080035,散称,一般商品,0.32,10.12,51.6,是
2346,23,2311,231102,2015-04-11,DW-2311020296,42%500ml,一般商品,1.0,58.0,58.0,否
396,15,1518,151813,2015-04-11,DW-1518130016,205g,一般商品,12.0,49.0,5.5,是
2351,15,1518,151813,2015-04-11,DW-1518130016,205g,一般商品,12.0,49.0,5.5,是
497,12,1201,120102,2015-04-11,DW-1201020013,散称,生鲜,0.441,1.76,4.0,否
2303,22,2201,220110,2015-04-11,DW-2201100015,散称,一般商品,0.13,1.79,19.8,是
2303,22,2205,220503,2015-04-11,DW-2205030095,130g,一般商品,1.0,4.9,4.9,否
1839,12,1201,120105,2015-04-11,DW-1201050004,散称,生鲜,0.214,1.28,5.98,否
604,12,1201,120104,2015-04-11,DW-1201040026,散称,生鲜,0.857,1.7,1.98,否
497,12,1202,120204,2015-04-11,DW-1202048046,散称,生鲜,0.256,2.55,9.96,否
2303,22,2203,220399,2015-04-11,DW-2203990003,50g,一般商品,1.0,3.3,3.3,否
1839,12,1201,120103,2015-04-11,DW-1201030001,散称,生鲜,0.418,1.07,1.76,否
1839,10,1001,100101,2015-04-11,DW-1001010191,散称,生鲜,0.22,6.56,29.8,否
2352,21,2105,210503,2015-04-11,DW-2105030036,700g,一般商品,1.0,18.3,18.3,否
267,15,1502,150203,2015-04-11,DW-1502030009,230g,一般商品,1.0,7.7,7.7,否
267,15,1505,150501,2015-04-11,DW-1505010004,100g*6,一般商品,1.0,10.8,14.9,是
2353,12,1203,120305,2015-04-11,DW-1203050049,散称,生鲜,1.578,9.44,5.98,否
267,23,2302,230203,2015-04-11,DW-2302030001,1L,一般商品,1.0,9.9,12.3,是
267,30,3013,301301,2015-04-11,DW-3013010549,105g,一般商品,1.0,15.9,15.9,否
1653,15,1518,151810,2015-04-11,DW-1518100001,200ml,一般商品,4.0,8.0,2.0,否
2339,15,1518,151805,2015-04-11,DW-1518050007,240ml,一般商品,1.0,2.7,2.7,否
32,12,1201,120101,2015-04-11,DW-1201010019,散称,生鲜,0.5579999999999999,1.09,1.96,否
1167,22,2203,220301,2015-04-11,DW-2203010081,135g,一般商品,2.0,13.8,6.9,否
1365,22,2202,220203,2015-04-11,DW-2202030037,105g,一般商品,1.0,6.5,6.5,否
783,12,1201,120101,2015-04-11,DW-1201010023,散称,生鲜,0.316,0.81,2.56,否
2344,12,1201,120104,2015-04-11,DW-1201040010,散称,生鲜,0.424,1.09,2.58,否
408,12,1201,120101,2015-04-11,DW-1201010019,散称,生鲜,0.408,0.8,1.96,否
2338,12,1201,120102,2015-04-11,DW-1201020026,散称,生鲜,0.858,2.2,2.56,否
265,12,1202,120201,2015-04-11,DW-1202018073,散称,生鲜,0.46,1.36,2.96,否
3,12,1201,120107,2015-04-11,DW-1201070001,散称,生鲜,0.498,2.49,5.0,否
1041,15,1501,150199,2015-04-11,DW-1501990051,240g,一般商品,1.0,12.3,12.3,否
226,10,1001,100101,2015-04-11,DW-1001010194,散称,生鲜,0.262,7.81,29.8,否
1993,22,2212,221202,2015-04-11,DW-2212020462,散称,一般商品,0.46399999999999997,11.14,24.0,否
38,12,1203,120302,2015-04-11,DW-1203020175,散称,生鲜,0.9079999999999999,25.24,27.8,否
2345,12,1201,120106,2015-04-11,DW-1201060010,散称,生鲜,0.18,1.62,9.0,否
75,12,1201,120105,2015-04-11,DW-1201050012,散称,生鲜,0.158,0.56,3.56,否
265,21,2101,210111,2015-04-11,DW-2101110011,400g,一般商品,1.0,52.0,52.0,否
2354,22,2208,220801,2015-04-11,DW-2208010003,56g,一般商品,1.0,9.3,10.4,是
87,12,1201,120109,2015-04-11,DW-1201090032,散称,生鲜,0.298,1.96,7.96,否
87,20,2009,200903,2015-04-11,DW-2009030008,400g,一般商品,1.0,6.9,6.9,否
476,13,1308,130801,2015-04-11,DW-1308010191,散称,生鲜,0.376,2.26,6.0,否
144,12,1201,120104,2015-04-11,DW-1201040003,散称,生鲜,0.05,0.25,4.98,否
1927,12,1201,120101,2015-04-11,DW-1201010004,散称,生鲜,0.34600000000000003,1.94,5.6,否
1979,12,1201,120104,2015-04-11,DW-1201040010,散称,生鲜,0.434,1.12,2.58,否
1979,12,1201,120104,2015-04-11,DW-1201040052,散称,生鲜,0.526,8.42,16.0,否
1981,20,2006,200603,2015-04-11,DW-2006030008,5kg,一般商品,1.0,28.9,28.9,否
2303,12,1203,120303,2015-04-11,DW-1203030184,散称,生鲜,0.726,2.9,4.0,否
1839,12,1201,120102,2015-04-11,DW-1201020011,散称,生鲜,0.7240000000000001,11.58,16.0,否
284,12,1201,120102,2015-04-11,DW-1201020022,散称,生鲜,0.508,3.33,6.56,否
267,15,1502,150203,2015-04-11,DW-1502030010,250g,一般商品,1.0,7.7,7.7,否
2353,12,1203,120309,2015-04-11,DW-1203090216,散称,生鲜,1.0859999999999999,17.27,15.9,否
